chr	start	end
chr5	107920000	107930000
chr5	107960000	107970000
chr5	107980000	107990000
chr5	108000000	108010000
chr5	108060000	108070000
chr5	108100000	108110000
chr5	108130000	108140000
chr5	108260000	108270000
chr5	108270000	108280000
chr5	108310000	108320000
chr5	108360000	108370000
chr5	108430000	108440000
chr5	108440000	108450000
chr5	108460000	108470000
chr5	108540000	108550000
chr5	108550000	108560000
chr5	108620000	108630000
chr5	108630000	108640000
chr5	108650000	108660000
chr5	108660000	108670000
chr5	108670000	108680000
chr5	108690000	108700000
chr5	108900000	108910000
chr5	109550000	109560000
chr5	109640000	109650000
chr5	109690000	109700000
chr5	109750000	109760000
chr5	109790000	109800000
chr5	109860000	109870000
chr5	109900000	109910000
chr5	109920000	109930000
chr5	109990000	110000000
chr5	110020000	110030000
chr5	110050000	110060000
chr5	110090000	110100000
chr5	110100000	110110000
chr5	110110000	110120000
chr5	110130000	110140000
chr5	110170000	110180000
chr5	110230000	110240000
chr5	110260000	110270000
chr5	110280000	110290000
chr5	110340000	110350000
chr5	110360000	110370000
chr5	110380000	110390000
chr5	110440000	110450000
chr5	110540000	110550000
chr5	110560000	110570000
chr5	110650000	110660000
chr5	110760000	110770000
chr5	110770000	110780000
chr5	110780000	110790000
chr5	110800000	110810000
chr5	110810000	110820000
chr5	110830000	110840000
chr5	110840000	110850000
chr5	110860000	110870000
chr5	110870000	110880000
chr5	110880000	110890000
chr5	110970000	110980000
chr5	110980000	110990000
chr5	111000000	111010000
chr5	111050000	111060000
chr5	111120000	111130000
chr5	111200000	111210000
chr5	111290000	111300000
chr5	111330000	111340000
chr5	111390000	111400000
chr5	111410000	111420000
chr5	111720000	111730000
chr5	111950000	111960000
chr5	112090000	112100000
chr5	112150000	112160000
chr5	112220000	112230000
chr5	112240000	112250000
chr5	112270000	112280000
chr5	112320000	112330000
chr5	112340000	112350000
chr5	112360000	112370000
chr5	112370000	112380000
chr5	112390000	112400000
chr5	112480000	112490000
chr5	112550000	112560000
chr5	112570000	112580000
chr5	113010000	113020000
chr5	113130000	113140000
chr5	113180000	113190000
chr5	113220000	113230000
chr5	113280000	113290000
chr5	113290000	113300000
chr5	113300000	113310000
chr5	113310000	113320000
chr5	113320000	113330000
chr5	113370000	113380000
chr5	113460000	113470000
chr5	113490000	113500000
chr5	113500000	113510000
chr5	113510000	113520000
chr5	113530000	113540000
chr5	113550000	113560000
chr5	113640000	113650000
chr5	113720000	113730000
chr5	113730000	113740000
chr5	113770000	113780000
chr5	113900000	113910000
chr5	113990000	114000000
chr5	114050000	114060000
chr5	114080000	114090000
chr5	114090000	114100000
chr5	114100000	114110000
chr5	114120000	114130000
chr5	114130000	114140000
chr5	114170000	114180000
chr5	114370000	114380000
chr5	114380000	114390000
chr5	114440000	114450000
chr5	114560000	114570000
chr5	114570000	114580000
chr5	114640000	114650000
chr5	114660000	114670000
chr5	114680000	114690000
chr5	114690000	114700000
chr5	114700000	114710000
chr5	114770000	114780000
chr5	114790000	114800000
chr5	114810000	114820000
chr5	114820000	114830000
chr5	114850000	114860000
chr5	114920000	114930000
chr5	114940000	114950000
chr5	114970000	114980000
chr5	114980000	114990000
chr5	115010000	115020000
chr5	115110000	115120000
chr5	115120000	115130000
chr5	115130000	115140000
chr5	115150000	115160000
chr5	115180000	115190000
chr5	115190000	115200000
chr5	115200000	115210000
chr5	115210000	115220000
chr5	115220000	115230000
chr5	115230000	115240000
chr5	115270000	115280000
chr5	115280000	115290000
chr5	115290000	115300000
chr5	115300000	115310000
chr5	115310000	115320000
chr5	115320000	115330000
chr5	115340000	115350000
chr5	115390000	115400000
chr5	115400000	115410000
chr5	115420000	115430000
chr5	115430000	115440000
chr5	115470000	115480000
chr5	115480000	115490000
chr5	115490000	115500000
chr5	115500000	115510000
chr5	115510000	115520000
chr5	115520000	115530000
chr5	115530000	115540000
chr5	115540000	115550000
chr5	115550000	115560000
chr5	115560000	115570000
chr5	115630000	115640000
chr5	115650000	115660000
chr5	115730000	115740000
chr5	115840000	115850000
chr5	115900000	115910000
chr5	116020000	116030000
chr5	116120000	116130000
chr5	116230000	116240000
chr5	116270000	116280000
chr5	116310000	116320000
chr5	116420000	116430000
chr5	116560000	116570000
chr5	116570000	116580000
chr5	116580000	116590000
chr5	116590000	116600000
chr5	117000000	117010000
chr5	117040000	117050000
chr5	117060000	117070000
chr5	117080000	117090000
chr5	117110000	117120000
chr5	117120000	117130000
chr5	117240000	117250000
chr5	117280000	117290000
chr5	117310000	117320000
chr5	117350000	117360000
chr5	117380000	117390000
chr5	117410000	117420000
chr5	117490000	117500000
chr5	117840000	117850000
chr5	117860000	117870000
chr5	117970000	117980000
chr5	118020000	118030000
chr5	118040000	118050000
chr5	118080000	118090000
chr5	118140000	118150000
chr5	118150000	118160000
chr5	118160000	118170000
chr5	118170000	118180000
chr5	118190000	118200000
chr5	118210000	118220000
chr5	118240000	118250000
chr5	118260000	118270000
chr5	118290000	118300000
chr5	118310000	118320000
chr5	118330000	118340000
chr5	118340000	118350000
chr5	118380000	118390000
chr5	118410000	118420000
chr5	118420000	118430000
chr5	118510000	118520000
chr5	118550000	118560000
chr5	118560000	118570000
chr5	118700000	118710000
chr5	118710000	118720000
chr5	119260000	119270000
chr5	119380000	119390000
chr5	119390000	119400000
chr5	119670000	119680000
chr5	119860000	119870000
chr5	120110000	120120000
chr5	120160000	120170000
chr5	120300000	120310000
chr5	120400000	120410000
chr5	120410000	120420000
chr5	120420000	120430000
chr5	120430000	120440000
chr5	120440000	120450000
chr5	120460000	120470000
chr5	120500000	120510000
chr5	120510000	120520000
chr5	120550000	120560000
chr5	120560000	120570000
chr5	120570000	120580000
chr5	120580000	120590000
chr5	120600000	120610000
chr5	120610000	120620000
chr5	120640000	120650000
chr5	120650000	120660000
chr5	120690000	120700000
chr5	120700000	120710000
chr5	120710000	120720000
chr5	120810000	120820000
chr5	121000000	121010000
chr5	121190000	121200000
chr5	121200000	121210000
chr5	121210000	121220000
chr5	121220000	121230000
chr5	121250000	121260000
chr5	121320000	121330000
chr5	121330000	121340000
chr5	121380000	121390000
chr5	121390000	121400000
chr5	121450000	121460000
chr5	121540000	121550000
chr5	121590000	121600000
chr5	121610000	121620000
chr5	121620000	121630000
chr5	121650000	121660000
chr5	121660000	121670000
chr5	121710000	121720000
chr5	121820000	121830000
chr5	121830000	121840000
chr5	121840000	121850000
chr5	121850000	121860000
chr5	121940000	121950000
chr5	122040000	122050000
chr5	122050000	122060000
chr5	122060000	122070000
chr5	122120000	122130000
chr5	122130000	122140000
chr5	122140000	122150000
chr5	122150000	122160000
chr5	122160000	122170000
chr5	122190000	122200000
chr5	122260000	122270000
chr5	122280000	122290000
chr5	122310000	122320000
chr5	122320000	122330000
chr5	122350000	122360000
chr5	122370000	122380000
chr5	122390000	122400000
chr5	122420000	122430000
chr5	122500000	122510000
chr5	122610000	122620000
chr5	122630000	122640000
chr5	122650000	122660000
chr5	122700000	122710000
chr5	122720000	122730000
chr5	122760000	122770000
chr5	122770000	122780000
chr5	122820000	122830000
chr5	122840000	122850000
chr5	122850000	122860000
chr5	122890000	122900000
chr5	122900000	122910000
chr5	122950000	122960000
chr5	122980000	122990000
chr5	122990000	123000000
chr5	123000000	123010000
chr5	123010000	123020000
chr5	123050000	123060000
chr5	123070000	123080000
chr5	123100000	123110000
chr5	123130000	123140000
chr5	123140000	123150000
chr5	123150000	123160000
chr5	123220000	123230000
chr5	123250000	123260000
chr5	123300000	123310000
chr5	123340000	123350000
chr5	123390000	123400000
chr5	123500000	123510000
chr5	123520000	123530000
chr5	123570000	123580000
chr5	123670000	123680000
chr5	123680000	123690000
chr5	123710000	123720000
chr5	123720000	123730000
chr5	123740000	123750000
chr5	123750000	123760000
chr5	123800000	123810000
chr5	123900000	123910000
chr5	123930000	123940000
chr5	123970000	123980000
chr5	123990000	124000000
chr5	124010000	124020000
chr5	124020000	124030000
chr5	124030000	124040000
chr5	124070000	124080000
chr5	124090000	124100000
chr5	124110000	124120000
chr5	124170000	124180000
chr5	124180000	124190000
chr5	124230000	124240000
chr5	124240000	124250000
chr5	124250000	124260000
chr5	124310000	124320000
chr5	124320000	124330000
chr5	124340000	124350000
chr5	124350000	124360000
chr5	124420000	124430000
chr5	124430000	124440000
chr5	124440000	124450000
chr5	124450000	124460000
chr5	124470000	124480000
chr5	124480000	124490000
chr5	124530000	124540000
chr5	124540000	124550000
chr5	124550000	124560000
chr5	124570000	124580000
chr5	124590000	124600000
chr5	124620000	124630000
chr5	124810000	124820000
chr5	124860000	124870000
chr5	124960000	124970000
chr5	125050000	125060000
chr5	125120000	125130000
chr5	125140000	125150000
chr5	125150000	125160000
chr5	125160000	125170000
chr5	125170000	125180000
chr5	125210000	125220000
chr5	125240000	125250000
chr5	125260000	125270000
chr5	125280000	125290000
chr5	125340000	125350000
chr5	125380000	125390000
chr5	125390000	125400000
chr5	125400000	125410000
chr5	125410000	125420000
chr5	125430000	125440000
chr5	125440000	125450000
chr5	125460000	125470000
chr5	125470000	125480000
chr5	125530000	125540000
chr5	125580000	125590000
chr5	125970000	125980000
chr5	125980000	125990000
chr5	126780000	126790000
chr5	127240000	127250000
chr5	127290000	127300000
chr5	127410000	127420000
chr5	127540000	127550000
chr5	127610000	127620000
chr5	127630000	127640000
chr5	128480000	128490000
chr5	128590000	128600000
chr5	128600000	128610000
chr5	128950000	128960000
chr5	129000000	129010000
chr5	129010000	129020000
chr5	129020000	129030000
chr5	129060000	129070000
chr5	129220000	129230000
chr5	129450000	129460000
chr5	129500000	129510000
chr5	129580000	129590000
chr5	129660000	129670000
chr5	129670000	129680000
chr5	129710000	129720000
chr5	129720000	129730000
chr5	129770000	129780000
chr5	129780000	129790000
chr5	129840000	129850000
chr5	129880000	129890000
chr5	129890000	129900000
chr5	129900000	129910000
chr5	129940000	129950000
chr5	130000000	130010000
chr5	130020000	130030000
chr5	130030000	130040000
chr5	130040000	130050000
chr5	130070000	130080000
chr5	130080000	130090000
chr5	130140000	130150000
chr5	130170000	130180000
chr5	130220000	130230000
chr5	130250000	130260000
chr5	130330000	130340000
chr5	130360000	130370000
chr5	130370000	130380000
chr5	130380000	130390000
chr5	130440000	130450000
chr5	130450000	130460000
chr5	131080000	131090000
chr5	131300000	131310000
chr5	131530000	131540000
chr5	131790000	131800000
chr5	132070000	132080000
chr5	132160000	132170000
chr5	132170000	132180000
chr5	132500000	132510000
chr5	132540000	132550000
chr5	133480000	133490000
chr5	133840000	133850000
chr5	133890000	133900000
chr5	134000000	134010000
chr5	134090000	134100000
chr5	134100000	134110000
chr5	134170000	134180000
chr5	134180000	134190000
chr5	134310000	134320000
chr5	134450000	134460000
chr5	134540000	134550000
chr5	134550000	134560000
chr5	134570000	134580000
chr5	134580000	134590000
chr5	134630000	134640000
chr5	134670000	134680000
chr5	134680000	134690000
chr5	134740000	134750000
chr5	134930000	134940000
chr5	134960000	134970000
chr5	135000000	135010000
chr5	135010000	135020000
chr5	135020000	135030000
chr5	135060000	135070000
chr5	135070000	135080000
chr5	135100000	135110000
chr5	135130000	135140000
chr5	135140000	135150000
chr5	135150000	135160000
chr5	135160000	135170000
chr5	135170000	135180000
chr5	135180000	135190000
chr5	135250000	135260000
chr5	135360000	135370000
chr5	135370000	135380000
chr5	135390000	135400000
chr5	135480000	135490000
chr5	135540000	135550000
chr5	135630000	135640000
chr5	135680000	135690000
chr5	135690000	135700000
chr5	135740000	135750000
chr5	135770000	135780000
chr5	135800000	135810000
chr5	135810000	135820000
chr5	135830000	135840000
chr5	135860000	135870000
chr5	135870000	135880000
chr5	135880000	135890000
chr5	135900000	135910000
chr5	135910000	135920000
chr5	135930000	135940000
chr5	135950000	135960000
chr5	135960000	135970000
chr5	135990000	136000000
chr5	136080000	136090000
chr5	136100000	136110000
chr5	136110000	136120000
chr5	136130000	136140000
chr5	136160000	136170000
chr5	136170000	136180000
chr5	136190000	136200000
chr5	136230000	136240000
chr5	136240000	136250000
chr5	136560000	136570000
chr5	136620000	136630000
chr5	136710000	136720000
chr5	136880000	136890000
chr5	136900000	136910000
chr5	136910000	136920000
chr5	136950000	136960000
chr5	136960000	136970000
chr5	136980000	136990000
chr5	137020000	137030000
chr5	137030000	137040000
chr5	137040000	137050000
chr5	137070000	137080000
chr5	137110000	137120000
chr5	137180000	137190000
chr5	137280000	137290000
chr5	137290000	137300000
chr5	137300000	137310000
chr5	137310000	137320000
chr5	137330000	137340000
chr5	137350000	137360000
chr5	137500000	137510000
chr5	137510000	137520000
chr5	137530000	137540000
chr5	137550000	137560000
chr5	137570000	137580000
chr5	137580000	137590000
chr5	137600000	137610000
chr5	137620000	137630000
chr5	137680000	137690000
chr5	137740000	137750000
chr5	137750000	137760000
chr5	137770000	137780000
chr5	137780000	137790000
chr5	137960000	137970000
chr5	138080000	138090000
chr5	138110000	138120000
chr5	138150000	138160000
chr5	138160000	138170000
chr5	138170000	138180000
chr5	138180000	138190000
chr5	138190000	138200000
chr5	138250000	138260000
chr5	138260000	138270000
chr5	138270000	138280000
chr5	138280000	138290000
chr5	138440000	138450000
chr5	138610000	138620000
chr5	138620000	138630000
chr5	138750000	138760000
chr5	138990000	139000000
chr5	139090000	139100000
chr5	139120000	139130000
chr5	139130000	139140000
chr5	139140000	139150000
chr5	139150000	139160000
chr5	139200000	139210000
chr5	139250000	139260000
chr5	139320000	139330000
chr5	139330000	139340000
chr5	139340000	139350000
chr5	139360000	139370000
chr5	139370000	139380000
chr5	139380000	139390000
chr5	139450000	139460000
chr5	139460000	139470000
chr5	139480000	139490000
chr5	139540000	139550000
chr5	139550000	139560000
chr5	139580000	139590000
chr5	139660000	139670000
chr5	139690000	139700000
chr5	139730000	139740000
chr5	139770000	139780000
chr5	139790000	139800000
chr5	139820000	139830000
chr5	139900000	139910000
chr5	140320000	140330000
chr5	140330000	140340000
chr5	140380000	140390000
chr5	140410000	140420000
chr5	140420000	140430000
chr5	140500000	140510000
chr5	140600000	140610000
chr5	140610000	140620000
chr5	140640000	140650000
chr5	140650000	140660000
chr5	140660000	140670000
chr5	140700000	140710000
chr5	140740000	140750000
chr5	140820000	140830000
chr5	140830000	140840000
chr5	141240000	141250000
chr5	142090000	142100000
chr5	142360000	142370000
chr5	142400000	142410000
chr5	142440000	142450000
chr5	142460000	142470000
chr5	142500000	142510000
chr5	142550000	142560000
chr5	142600000	142610000
chr5	142620000	142630000
chr5	142630000	142640000
chr5	142690000	142700000
chr5	142700000	142710000
chr5	142810000	142820000
chr5	142820000	142830000
chr5	142890000	142900000
chr5	142900000	142910000
chr5	142920000	142930000
chr5	142930000	142940000
chr5	142960000	142970000
chr5	143000000	143010000
chr5	143110000	143120000
chr5	143120000	143130000
chr5	143150000	143160000
chr5	143170000	143180000
chr5	143180000	143190000
chr5	143230000	143240000
chr5	143250000	143260000
chr5	143260000	143270000
chr5	143270000	143280000
chr5	143280000	143290000
chr5	143290000	143300000
chr5	143310000	143320000
chr5	143320000	143330000
chr5	143360000	143370000
chr5	143370000	143380000
chr5	143400000	143410000
chr5	143460000	143470000
chr5	143520000	143530000
chr5	143540000	143550000
chr5	143620000	143630000
chr5	143730000	143740000
chr5	143750000	143760000
chr5	143810000	143820000
chr5	143900000	143910000
chr5	143910000	143920000
chr5	144010000	144020000
chr5	144040000	144050000
chr5	144100000	144110000
chr5	144220000	144230000
chr5	144250000	144260000
chr5	144350000	144360000
chr5	144540000	144550000
chr5	144670000	144680000
chr5	144760000	144770000
chr5	144910000	144920000
chr5	144960000	144970000
chr5	145080000	145090000
chr5	145110000	145120000
chr5	145130000	145140000
chr5	145140000	145150000
chr5	145160000	145170000
chr5	145190000	145200000
chr5	145200000	145210000
chr5	145230000	145240000
chr5	145280000	145290000
chr5	146220000	146230000
chr5	146230000	146240000
chr5	146260000	146270000
chr5	146380000	146390000
chr5	146400000	146410000
chr5	146580000	146590000
chr5	146650000	146660000
chr5	146670000	146680000
chr5	146720000	146730000
chr5	146770000	146780000
chr5	146790000	146800000
chr5	146830000	146840000
chr5	146840000	146850000
chr5	146940000	146950000
chr5	146960000	146970000
chr5	147050000	147060000
chr5	147070000	147080000
chr5	147130000	147140000
chr5	147180000	147190000
chr5	147390000	147400000
chr5	147400000	147410000
chr5	147420000	147430000
chr5	147430000	147440000
chr5	147670000	147680000
chr5	147720000	147730000
chr5	147860000	147870000
chr5	147890000	147900000
chr5	147950000	147960000
chr5	148020000	148030000
chr5	148090000	148100000
chr5	148260000	148270000
chr5	148390000	148400000
chr5	148400000	148410000
chr5	148450000	148460000
chr5	148480000	148490000
chr5	148490000	148500000
chr5	148550000	148560000
chr5	148660000	148670000
chr5	148830000	148840000
chr5	148920000	148930000
chr5	148950000	148960000
chr5	148960000	148970000
chr5	148990000	149000000
chr5	149000000	149010000
chr5	149010000	149020000
chr5	149030000	149040000
chr5	149050000	149060000
chr5	149150000	149160000
chr5	149180000	149190000
chr5	149220000	149230000
chr5	149230000	149240000
chr5	149240000	149250000
chr5	149270000	149280000
chr5	149280000	149290000
chr5	149410000	149420000
chr5	149430000	149440000
chr5	149440000	149450000
chr5	149480000	149490000
chr5	149520000	149530000
chr5	149530000	149540000
chr5	149630000	149640000
chr5	149670000	149680000
chr5	149830000	149840000
chr5	150110000	150120000
chr5	150150000	150160000
chr5	150190000	150200000
chr5	150250000	150260000
chr5	150260000	150270000
chr5	150430000	150440000
chr5	150520000	150530000
chr5	150590000	150600000
chr5	150650000	150660000
chr5	150660000	150670000
chr5	150670000	150680000
chr5	151020000	151030000
chr5	151180000	151190000
chr5	151190000	151200000
chr5	151230000	151240000
chr5	151360000	151370000
chr5	151650000	151660000
chr6	3180000	3190000
chr6	3200000	3210000
chr6	3490000	3500000
chr6	3510000	3520000
chr6	3620000	3630000
chr6	4000000	4010000
chr6	4080000	4090000
chr6	4360000	4370000
chr6	4500000	4510000
chr6	4600000	4610000
chr6	4740000	4750000
chr6	4900000	4910000
chr6	5000000	5010000
chr6	5100000	5110000
chr6	5110000	5120000
chr6	5290000	5300000
chr6	5380000	5390000
chr6	5490000	5500000
chr6	5720000	5730000
chr6	5990000	6000000
chr6	6000000	6010000
chr6	6210000	6220000
chr6	6570000	6580000
chr6	6880000	6890000
chr6	6950000	6960000
chr6	7550000	7560000
chr6	7690000	7700000
chr6	7840000	7850000
chr6	7980000	7990000
chr6	8170000	8180000
chr6	8200000	8210000
chr6	8210000	8220000
chr6	8250000	8260000
chr6	8260000	8270000
chr6	8410000	8420000
chr6	8420000	8430000
chr6	8500000	8510000
chr6	8510000	8520000
chr6	8650000	8660000
chr6	8770000	8780000
chr6	8940000	8950000
chr6	8950000	8960000
chr6	10680000	10690000
chr6	10690000	10700000
chr6	11590000	11600000
chr6	11900000	11910000
chr6	11920000	11930000
chr6	12160000	12170000
chr6	12350000	12360000
chr6	12740000	12750000
chr6	13060000	13070000
chr6	13070000	13080000
chr6	13600000	13610000
chr6	13670000	13680000
chr6	13830000	13840000
chr6	13870000	13880000
chr6	13970000	13980000
chr6	13980000	13990000
chr6	14900000	14910000
chr6	15720000	15730000
chr6	16310000	16320000
chr6	16350000	16360000
chr6	16360000	16370000
chr6	16990000	17000000
chr6	17000000	17010000
chr6	17060000	17070000
chr6	17090000	17100000
chr6	17100000	17110000
chr6	17280000	17290000
chr6	17300000	17310000
chr6	17460000	17470000
chr6	17580000	17590000
chr6	17630000	17640000
chr6	17690000	17700000
chr6	17740000	17750000
chr6	17750000	17760000
chr6	18030000	18040000
chr6	18170000	18180000
chr6	18510000	18520000
chr6	18840000	18850000
chr6	20630000	20640000
chr6	20640000	20650000
chr6	21210000	21220000
chr6	21220000	21230000
chr6	21250000	21260000
chr6	21320000	21330000
chr6	21850000	21860000
chr6	21940000	21950000
chr6	21950000	21960000
chr6	21980000	21990000
chr6	22070000	22080000
chr6	22200000	22210000
chr6	22280000	22290000
chr6	22350000	22360000
chr6	22680000	22690000
chr6	22870000	22880000
chr6	23130000	23140000
chr6	23830000	23840000
chr6	23840000	23850000
chr6	23850000	23860000
chr6	24520000	24530000
chr6	24660000	24670000
chr6	24950000	24960000
chr6	25680000	25690000
chr6	25690000	25700000
chr6	25800000	25810000
chr6	28130000	28140000
chr6	28210000	28220000
chr6	28260000	28270000
chr6	28390000	28400000
chr6	28420000	28430000
chr6	28470000	28480000
chr6	28480000	28490000
chr6	28530000	28540000
chr6	28830000	28840000
chr6	28920000	28930000
chr6	28930000	28940000
chr6	28980000	28990000
chr6	29010000	29020000
chr6	29030000	29040000
chr6	29110000	29120000
chr6	29120000	29130000
chr6	29160000	29170000
chr6	29170000	29180000
chr6	29190000	29200000
chr6	29210000	29220000
chr6	29270000	29280000
chr6	29340000	29350000
chr6	29390000	29400000
chr6	29430000	29440000
chr6	29460000	29470000
chr6	29470000	29480000
chr6	29480000	29490000
chr6	29520000	29530000
chr6	29600000	29610000
chr6	29610000	29620000
chr6	29690000	29700000
chr6	29710000	29720000
chr6	29730000	29740000
chr6	29740000	29750000
chr6	29760000	29770000
chr6	29910000	29920000
chr6	29980000	29990000
chr6	30040000	30050000
chr6	30170000	30180000
chr6	30300000	30310000
chr6	30390000	30400000
chr6	30400000	30410000
chr6	30450000	30460000
chr6	30460000	30470000
chr6	30500000	30510000
chr6	30510000	30520000
chr6	30540000	30550000
chr6	30550000	30560000
chr6	30610000	30620000
chr6	30670000	30680000
chr6	30690000	30700000
chr6	30730000	30740000
chr6	30890000	30900000
chr6	30920000	30930000
chr6	30980000	30990000
chr6	31030000	31040000
chr6	31090000	31100000
chr6	31210000	31220000
chr6	31220000	31230000
chr6	31280000	31290000
chr6	31390000	31400000
chr6	31560000	31570000
chr6	31800000	31810000
chr6	31910000	31920000
chr6	31930000	31940000
chr6	32470000	32480000
chr6	32580000	32590000
chr6	33050000	33060000
chr6	33060000	33070000
chr6	33240000	33250000
chr6	34020000	34030000
chr6	34170000	34180000
chr6	34310000	34320000
chr6	34380000	34390000
chr6	34470000	34480000
chr6	34700000	34710000
chr6	34710000	34720000
chr6	34780000	34790000
chr6	34870000	34880000
chr6	34910000	34920000
chr6	35000000	35010000
chr6	35130000	35140000
chr6	35170000	35180000
chr6	35250000	35260000
chr6	35400000	35410000
chr6	35530000	35540000
chr6	35540000	35550000
chr6	36380000	36390000
chr6	36800000	36810000
chr6	36810000	36820000
chr6	37190000	37200000
chr6	37210000	37220000
chr6	37290000	37300000
chr6	37300000	37310000
chr6	37440000	37450000
chr6	37460000	37470000
chr6	37590000	37600000
chr6	37640000	37650000
chr6	37870000	37880000
chr6	38060000	38070000
chr6	38190000	38200000
chr6	38250000	38260000
chr6	38290000	38300000
chr6	38340000	38350000
chr6	38350000	38360000
chr6	38380000	38390000
chr6	38430000	38440000
chr6	38530000	38540000
chr6	38550000	38560000
chr6	38630000	38640000
chr6	38660000	38670000
chr6	38870000	38880000
chr6	39110000	39120000
chr6	39200000	39210000
chr6	39250000	39260000
chr6	39310000	39320000
chr6	39370000	39380000
chr6	39410000	39420000
chr6	39420000	39430000
chr6	39520000	39530000
chr6	39550000	39560000
chr6	39570000	39580000
chr6	39590000	39600000
chr6	39720000	39730000
chr6	39800000	39810000
chr6	39810000	39820000
chr6	39870000	39880000
chr6	40320000	40330000
chr6	40420000	40430000
chr6	40430000	40440000
chr6	40470000	40480000
chr6	41560000	41570000
chr6	41600000	41610000
chr6	42240000	42250000
chr6	42260000	42270000
chr6	42320000	42330000
chr6	42340000	42350000
chr6	42350000	42360000
chr6	42370000	42380000
chr6	42640000	42650000
chr6	42690000	42700000
chr6	42700000	42710000
chr6	42710000	42720000
chr6	43260000	43270000
chr6	43440000	43450000
chr6	43450000	43460000
chr6	43660000	43670000
chr6	45050000	45060000
chr6	45060000	45070000
chr6	47040000	47050000
chr6	47170000	47180000
chr6	47310000	47320000
chr6	47450000	47460000
chr6	47590000	47600000
chr6	47650000	47660000
chr6	47660000	47670000
chr6	47670000	47680000
chr6	47680000	47690000
chr6	47730000	47740000
chr6	47740000	47750000
chr6	47750000	47760000
chr6	47760000	47770000
chr6	47770000	47780000
chr6	47780000	47790000
chr6	47810000	47820000
chr6	47820000	47830000
chr6	47830000	47840000
chr6	47870000	47880000
chr6	47920000	47930000
chr6	47940000	47950000
chr6	47950000	47960000
chr6	48010000	48020000
chr6	48040000	48050000
chr6	48080000	48090000
chr6	48390000	48400000
chr6	48440000	48450000
chr6	48500000	48510000
chr6	48530000	48540000
chr6	48550000	48560000
chr6	48560000	48570000
chr6	48590000	48600000
chr6	48600000	48610000
chr6	48620000	48630000
chr6	48840000	48850000
chr6	49000000	49010000
chr6	49070000	49080000
chr6	49090000	49100000
chr6	49210000	49220000
chr6	49260000	49270000
chr6	49310000	49320000
chr6	49320000	49330000
chr6	49360000	49370000
chr6	49800000	49810000
chr6	49820000	49830000
chr6	50100000	50110000
chr6	50110000	50120000
chr6	50260000	50270000
chr6	50450000	50460000
chr6	50560000	50570000
chr6	50590000	50600000
chr6	50800000	50810000
chr6	51270000	51280000
chr6	51360000	51370000
chr6	51370000	51380000
chr6	51380000	51390000
chr6	51400000	51410000
chr6	51430000	51440000
chr6	51460000	51470000
chr6	51470000	51480000
chr6	51500000	51510000
chr6	51520000	51530000
chr6	51590000	51600000
chr6	51610000	51620000
chr6	51730000	51740000
chr6	51760000	51770000
chr6	51840000	51850000
chr6	51850000	51860000
chr6	52010000	52020000
chr6	52150000	52160000
chr6	52220000	52230000
chr6	52630000	52640000
chr6	52640000	52650000
chr6	52710000	52720000
chr6	52960000	52970000
chr6	53060000	53070000
chr6	53280000	53290000
chr6	53310000	53320000
chr6	53320000	53330000
chr6	53470000	53480000
chr6	53570000	53580000
chr6	53790000	53800000
chr6	53810000	53820000
chr6	53820000	53830000
chr6	53880000	53890000
chr6	53950000	53960000
chr6	53970000	53980000
chr6	54000000	54010000
chr6	54030000	54040000
chr6	54040000	54050000
chr6	54060000	54070000
chr6	54320000	54330000
chr6	54420000	54430000
chr6	54430000	54440000
chr6	54440000	54450000
chr6	54450000	54460000
chr6	54510000	54520000
chr6	54520000	54530000
chr6	54560000	54570000
chr6	54590000	54600000
chr6	54680000	54690000
chr6	54690000	54700000
chr6	54700000	54710000
chr6	54800000	54810000
chr6	54810000	54820000
chr6	54970000	54980000
chr6	54990000	55000000
chr6	55030000	55040000
chr6	55110000	55120000
chr6	55200000	55210000
chr6	55450000	55460000
chr6	55610000	55620000
chr6	55670000	55680000
chr6	56350000	56360000
chr6	56360000	56370000
chr6	56560000	56570000
chr6	56650000	56660000
chr6	56700000	56710000
chr6	56710000	56720000
chr6	56790000	56800000
chr6	56830000	56840000
chr6	56920000	56930000
chr6	57530000	57540000
chr6	57580000	57590000
chr6	57690000	57700000
chr6	57700000	57710000
chr6	57820000	57830000
chr6	58590000	58600000
chr6	58640000	58650000
chr6	58830000	58840000
chr6	58860000	58870000
chr6	58900000	58910000
chr6	58960000	58970000
chr6	59020000	59030000
chr6	59200000	59210000
chr6	59420000	59430000
chr6	60820000	60830000
chr6	61170000	61180000
chr6	61180000	61190000
chr6	61540000	61550000
chr6	63250000	63260000
chr6	64090000	64100000
chr6	64640000	64650000
chr6	64650000	64660000
chr6	64720000	64730000
chr6	64730000	64740000
chr6	64790000	64800000
chr6	65040000	65050000
chr6	65150000	65160000
chr6	65380000	65390000
chr6	65670000	65680000
chr6	65770000	65780000
chr6	66530000	66540000
chr6	66890000	66900000
chr6	67030000	67040000
chr6	67160000	67170000
chr6	67220000	67230000
chr6	67260000	67270000
chr6	70790000	70800000
chr6	70800000	70810000
chr6	70820000	70830000
chr6	70840000	70850000
chr6	70870000	70880000
chr6	70910000	70920000
chr6	70950000	70960000
chr6	71010000	71020000
chr6	71040000	71050000
chr6	71140000	71150000
chr6	71270000	71280000
chr6	71430000	71440000
chr6	71440000	71450000
chr6	71490000	71500000
