chr	start	end
chr2	33420000	33430000
chr2	33430000	33440000
chr2	33440000	33450000
chr2	33460000	33470000
chr2	33540000	33550000
chr2	33560000	33570000
chr2	33570000	33580000
chr2	33580000	33590000
chr2	33610000	33620000
chr2	33620000	33630000
chr2	33630000	33640000
chr2	33640000	33650000
chr2	33650000	33660000
chr2	33660000	33670000
chr2	33770000	33780000
chr2	33870000	33880000
chr2	33880000	33890000
chr2	33910000	33920000
chr2	33920000	33930000
chr2	33960000	33970000
chr2	33970000	33980000
chr2	34020000	34030000
chr2	34100000	34110000
chr2	34240000	34250000
chr2	34250000	34260000
chr2	34360000	34370000
chr2	34370000	34380000
chr2	34400000	34410000
chr2	34630000	34640000
chr2	34640000	34650000
chr2	34660000	34670000
chr2	34670000	34680000
chr2	34750000	34760000
chr2	34770000	34780000
chr2	34790000	34800000
chr2	34800000	34810000
chr2	34820000	34830000
chr2	34860000	34870000
chr2	34870000	34880000
chr2	34900000	34910000
chr2	34910000	34920000
chr2	34960000	34970000
chr2	35060000	35070000
chr2	35100000	35110000
chr2	35110000	35120000
chr2	35130000	35140000
chr2	35190000	35200000
chr2	35200000	35210000
chr2	35250000	35260000
chr2	35280000	35290000
chr2	35330000	35340000
chr2	35440000	35450000
chr2	35460000	35470000
chr2	35490000	35500000
chr2	35530000	35540000
chr2	35550000	35560000
chr2	35580000	35590000
chr2	35610000	35620000
chr2	35620000	35630000
chr2	35660000	35670000
chr2	35690000	35700000
chr2	35970000	35980000
chr2	35980000	35990000
chr2	36010000	36020000
chr2	36020000	36030000
chr2	36040000	36050000
chr2	36090000	36100000
chr2	36100000	36110000
chr2	36130000	36140000
chr2	36190000	36200000
chr2	36200000	36210000
chr2	36210000	36220000
chr2	36230000	36240000
chr2	36410000	36420000
chr2	36770000	36780000
chr2	37200000	37210000
chr2	37250000	37260000
chr2	37350000	37360000
chr2	37360000	37370000
chr2	37420000	37430000
chr2	37430000	37440000
chr2	37440000	37450000
chr2	37450000	37460000
chr2	37510000	37520000
chr2	37700000	37710000
chr2	37760000	37770000
chr2	37770000	37780000
chr2	37780000	37790000
chr2	37790000	37800000
chr2	38280000	38290000
chr2	38330000	38340000
chr2	38340000	38350000
chr2	38350000	38360000
chr2	38360000	38370000
chr2	38370000	38380000
chr2	38400000	38410000
chr2	38420000	38430000
chr2	38510000	38520000
chr2	38640000	38650000
chr2	38650000	38660000
chr2	38660000	38670000
chr2	38670000	38680000
chr2	38680000	38690000
chr2	38700000	38710000
chr2	38710000	38720000
chr2	38780000	38790000
chr2	38820000	38830000
chr2	38920000	38930000
chr2	38930000	38940000
chr2	38970000	38980000
chr2	38990000	39000000
chr2	39000000	39010000
chr2	39060000	39070000
chr2	39180000	39190000
chr2	39190000	39200000
chr2	39220000	39230000
chr2	39240000	39250000
chr2	39420000	39430000
chr2	39780000	39790000
chr2	40010000	40020000
chr2	40380000	40390000
chr2	42650000	42660000
chr2	43720000	43730000
chr2	43930000	43940000
chr2	44310000	44320000
chr2	44520000	44530000
chr2	44550000	44560000
chr2	44920000	44930000
chr2	44970000	44980000
chr2	44980000	44990000
chr2	45000000	45010000
chr2	45100000	45110000
chr2	45110000	45120000
chr2	45690000	45700000
chr2	45770000	45780000
chr2	48810000	48820000
chr2	48940000	48950000
chr2	48950000	48960000
chr2	49310000	49320000
chr2	49360000	49370000
chr2	49450000	49460000
chr2	49470000	49480000
chr2	49610000	49620000
chr2	49620000	49630000
chr2	49690000	49700000
chr2	49700000	49710000
chr2	49710000	49720000
chr2	49780000	49790000
chr2	49810000	49820000
chr2	50060000	50070000
chr2	50260000	50270000
chr2	50290000	50300000
chr2	50970000	50980000
chr2	51140000	51150000
chr2	51750000	51760000
chr2	51860000	51870000
chr2	51930000	51940000
chr2	51970000	51980000
chr2	52030000	52040000
chr2	52070000	52080000
chr2	52370000	52380000
chr2	52420000	52430000
chr2	52670000	52680000
chr2	52740000	52750000
chr2	52850000	52860000
chr2	52860000	52870000
chr2	52950000	52960000
chr2	52960000	52970000
chr2	53180000	53190000
chr2	53190000	53200000
chr2	54080000	54090000
chr2	54430000	54440000
chr2	55430000	55440000
chr2	56450000	56460000
chr2	57100000	57110000
chr2	57110000	57120000
chr2	57120000	57130000
chr2	57180000	57190000
chr2	57230000	57240000
chr2	57610000	57620000
chr2	57690000	57700000
chr2	58320000	58330000
chr2	58350000	58360000
chr2	58510000	58520000
chr2	58560000	58570000
chr2	58580000	58590000
chr2	58620000	58630000
chr2	58670000	58680000
chr2	58680000	58690000
chr2	58700000	58710000
chr2	58830000	58840000
chr2	59150000	59160000
chr2	59160000	59170000
chr2	59370000	59380000
chr2	59380000	59390000
chr2	59430000	59440000
chr2	59470000	59480000
chr2	59520000	59530000
chr2	59610000	59620000
chr2	59640000	59650000
chr2	59690000	59700000
chr2	59770000	59780000
chr2	59870000	59880000
chr2	59880000	59890000
chr2	60030000	60040000
chr2	60040000	60050000
chr2	60050000	60060000
chr2	60090000	60100000
chr2	60120000	60130000
chr2	60200000	60210000
chr2	60210000	60220000
chr2	60260000	60270000
chr2	60280000	60290000
chr2	60350000	60360000
chr2	60370000	60380000
chr2	60380000	60390000
chr2	60550000	60560000
chr2	60580000	60590000
chr2	60710000	60720000
chr2	60870000	60880000
chr2	60880000	60890000
chr2	60960000	60970000
chr2	61400000	61410000
chr2	61450000	61460000
chr2	61590000	61600000
chr2	61650000	61660000
chr2	61710000	61720000
chr2	61800000	61810000
chr2	61810000	61820000
chr2	62040000	62050000
chr2	62410000	62420000
chr2	62440000	62450000
chr2	62640000	62650000
chr2	62660000	62670000
chr2	63180000	63190000
chr2	63700000	63710000
chr2	63910000	63920000
chr2	64090000	64100000
chr2	65020000	65030000
chr2	65230000	65240000
chr2	65360000	65370000
chr2	65410000	65420000
chr2	65660000	65670000
chr2	65810000	65820000
chr2	65840000	65850000
chr2	65900000	65910000
chr2	65910000	65920000
chr2	65930000	65940000
chr2	66040000	66050000
chr2	66120000	66130000
chr2	66210000	66220000
chr2	66250000	66260000
chr2	66400000	66410000
chr2	66410000	66420000
chr2	66430000	66440000
chr2	66440000	66450000
chr2	66630000	66640000
chr2	67180000	67190000
chr2	67560000	67570000
chr2	68360000	68370000
chr2	68470000	68480000
chr2	68860000	68870000
chr2	69040000	69050000
chr2	69200000	69210000
chr2	69310000	69320000
chr2	69580000	69590000
chr2	69590000	69600000
chr2	69620000	69630000
chr2	69630000	69640000
chr2	69640000	69650000
chr2	69710000	69720000
chr2	69720000	69730000
chr2	69780000	69790000
chr2	69790000	69800000
chr2	69800000	69810000
chr2	69820000	69830000
chr2	69860000	69870000
chr2	69880000	69890000
chr2	69890000	69900000
chr2	70030000	70040000
chr2	70340000	70350000
chr2	70450000	70460000
chr2	70470000	70480000
chr2	70500000	70510000
chr2	70510000	70520000
chr2	70550000	70560000
chr2	70560000	70570000
chr2	70660000	70670000
chr2	70690000	70700000
chr2	70700000	70710000
chr2	70800000	70810000
chr2	70820000	70830000
chr2	70930000	70940000
chr2	71050000	71060000
chr2	71110000	71120000
chr2	71140000	71150000
chr2	71180000	71190000
chr2	71190000	71200000
chr2	71210000	71220000
chr2	71290000	71300000
chr2	71320000	71330000
chr2	71330000	71340000
chr2	71340000	71350000
chr2	71350000	71360000
chr2	71360000	71370000
chr2	71370000	71380000
chr2	71380000	71390000
chr2	71390000	71400000
chr2	71450000	71460000
chr2	71490000	71500000
chr2	71520000	71530000
chr2	71530000	71540000
chr2	71540000	71550000
chr2	71550000	71560000
chr2	71580000	71590000
chr2	71620000	71630000
chr2	71630000	71640000
chr2	71650000	71660000
chr2	71690000	71700000
chr2	71740000	71750000
chr2	71750000	71760000
chr2	71780000	71790000
chr2	71800000	71810000
chr2	71870000	71880000
chr2	71940000	71950000
chr2	71980000	71990000
chr2	72240000	72250000
chr2	72280000	72290000
chr2	72470000	72480000
chr2	72490000	72500000
chr2	72510000	72520000
chr2	72520000	72530000
chr2	72530000	72540000
chr2	72560000	72570000
chr2	72590000	72600000
chr2	72620000	72630000
chr2	72660000	72670000
chr2	72970000	72980000
chr2	72980000	72990000
chr2	72990000	73000000
chr2	73000000	73010000
chr2	73010000	73020000
chr2	73030000	73040000
chr2	73040000	73050000
chr2	73070000	73080000
chr2	73210000	73220000
chr2	73260000	73270000
chr2	73270000	73280000
chr2	73280000	73290000
chr2	73310000	73320000
chr2	73380000	73390000
chr2	73430000	73440000
chr2	73480000	73490000
chr2	73500000	73510000
chr2	73520000	73530000
chr2	73530000	73540000
chr2	73540000	73550000
chr2	73560000	73570000
chr2	73570000	73580000
chr2	73580000	73590000
chr2	73590000	73600000
chr2	73770000	73780000
chr2	73890000	73900000
chr2	73900000	73910000
chr2	73910000	73920000
chr2	74120000	74130000
chr2	74300000	74310000
chr2	74460000	74470000
chr2	74560000	74570000
chr2	74570000	74580000
chr2	74640000	74650000
chr2	74650000	74660000
chr2	74660000	74670000
chr2	74670000	74680000
chr2	74680000	74690000
chr2	74690000	74700000
chr2	74700000	74710000
chr2	74710000	74720000
chr2	74720000	74730000
chr2	74730000	74740000
chr2	74740000	74750000
chr2	74750000	74760000
chr2	74760000	74770000
chr2	74820000	74830000
chr2	74960000	74970000
chr2	75050000	75060000
chr2	75130000	75140000
chr2	75580000	75590000
chr2	75590000	75600000
chr2	75600000	75610000
chr2	75610000	75620000
chr2	75630000	75640000
chr2	75650000	75660000
chr2	75660000	75670000
chr2	75700000	75710000
chr2	75750000	75760000
chr2	75770000	75780000
chr2	75830000	75840000
chr2	75930000	75940000
chr2	75950000	75960000
chr2	75960000	75970000
chr2	75970000	75980000
chr2	75980000	75990000
chr2	75990000	76000000
chr2	76070000	76080000
chr2	76330000	76340000
chr2	76350000	76360000
chr2	76360000	76370000
chr2	76370000	76380000
chr2	76400000	76410000
chr2	76640000	76650000
chr2	76670000	76680000
chr2	76800000	76810000
chr2	76980000	76990000
chr2	77160000	77170000
chr2	77170000	77180000
chr2	77270000	77280000
chr2	77280000	77290000
chr2	77300000	77310000
chr2	77310000	77320000
chr2	77320000	77330000
chr2	77340000	77350000
chr2	77400000	77410000
chr2	77410000	77420000
chr2	77510000	77520000
chr2	77810000	77820000
chr2	77940000	77950000
chr2	78040000	78050000
chr2	78860000	78870000
chr2	78870000	78880000
chr2	79250000	79260000
chr2	79370000	79380000
chr2	79420000	79430000
chr2	79430000	79440000
chr2	79450000	79460000
chr2	79460000	79470000
chr2	79630000	79640000
chr2	80120000	80130000
chr2	80310000	80320000
chr2	80440000	80450000
chr2	80570000	80580000
chr2	80580000	80590000
chr2	80600000	80610000
chr2	80610000	80620000
chr2	80630000	80640000
chr2	80640000	80650000
chr2	81000000	81010000
chr2	82050000	82060000
chr2	82850000	82860000
chr2	83120000	83130000
chr2	83620000	83630000
chr2	83640000	83650000
chr2	83690000	83700000
chr2	83700000	83710000
chr2	83720000	83730000
chr2	83750000	83760000
chr2	83810000	83820000
chr2	83920000	83930000
chr2	83930000	83940000
chr2	83940000	83950000
chr2	84080000	84090000
chr2	84190000	84200000
chr2	84420000	84430000
chr2	84450000	84460000
chr2	84460000	84470000
chr2	84470000	84480000
chr2	84500000	84510000
chr2	84550000	84560000
chr2	84570000	84580000
chr2	84620000	84630000
chr2	84630000	84640000
chr2	84640000	84650000
chr2	84650000	84660000
chr2	84660000	84670000
chr2	84670000	84680000
chr2	84710000	84720000
chr2	84720000	84730000
chr2	84730000	84740000
chr2	84740000	84750000
chr2	84770000	84780000
chr2	84790000	84800000
chr2	84810000	84820000
chr2	84820000	84830000
chr2	84830000	84840000
chr2	84840000	84850000
chr2	84860000	84870000
chr2	84870000	84880000
chr2	84880000	84890000
chr2	84890000	84900000
chr2	84930000	84940000
chr2	85030000	85040000
chr2	85040000	85050000
chr2	85050000	85060000
chr2	85060000	85070000
chr2	85130000	85140000
chr2	85190000	85200000
chr2	87520000	87530000
chr2	87590000	87600000
chr2	89570000	89580000
chr2	89910000	89920000
chr2	90470000	90480000
chr2	90530000	90540000
chr2	90550000	90560000
chr2	90560000	90570000
chr2	90570000	90580000
chr2	90580000	90590000
chr2	90670000	90680000
chr2	90680000	90690000
chr2	90740000	90750000
chr2	90780000	90790000
chr2	90840000	90850000
chr2	90880000	90890000
chr2	90890000	90900000
chr2	90900000	90910000
chr2	90910000	90920000
chr2	90930000	90940000
chr2	90940000	90950000
chr2	91030000	91040000
chr2	91040000	91050000
chr2	91050000	91060000
chr2	91060000	91070000
chr2	91070000	91080000
chr2	91110000	91120000
chr2	91180000	91190000
chr2	91190000	91200000
chr2	91200000	91210000
chr2	91230000	91240000
chr2	91250000	91260000
chr2	91260000	91270000
chr2	91440000	91450000
chr2	91450000	91460000
chr2	91470000	91480000
chr2	91520000	91530000
chr2	91530000	91540000
chr2	91630000	91640000
chr2	91640000	91650000
chr2	91650000	91660000
chr2	91700000	91710000
chr2	91710000	91720000
chr2	91720000	91730000
chr2	91730000	91740000
chr2	91920000	91930000
chr2	91930000	91940000
chr2	91960000	91970000
chr2	91970000	91980000
chr2	91980000	91990000
chr2	91990000	92000000
chr2	92000000	92010000
chr2	92020000	92030000
chr2	92050000	92060000
chr2	92060000	92070000
chr2	92140000	92150000
chr2	92180000	92190000
chr2	92360000	92370000
chr2	92370000	92380000
chr2	92380000	92390000
chr2	92390000	92400000
chr2	92400000	92410000
chr2	92430000	92440000
chr2	92450000	92460000
chr2	92460000	92470000
chr2	92480000	92490000
chr2	92520000	92530000
chr2	92530000	92540000
chr2	92590000	92600000
chr2	92600000	92610000
chr2	92880000	92890000
chr2	92910000	92920000
chr2	92960000	92970000
chr2	92970000	92980000
chr2	93010000	93020000
chr2	93040000	93050000
chr2	93170000	93180000
chr2	93180000	93190000
chr2	93330000	93340000
chr2	93460000	93470000
chr2	93470000	93480000
chr2	93480000	93490000
chr2	93640000	93650000
chr2	93820000	93830000
chr2	93840000	93850000
chr2	93850000	93860000
chr2	93860000	93870000
chr2	93950000	93960000
chr2	93970000	93980000
chr2	94000000	94010000
chr2	94010000	94020000
chr2	94150000	94160000
chr2	94170000	94180000
chr2	94240000	94250000
chr2	94260000	94270000
chr2	94270000	94280000
chr2	94400000	94410000
chr2	94430000	94440000
chr2	96310000	96320000
chr2	97460000	97470000
chr2	98610000	98620000
chr2	98660000	98670000
chr2	101620000	101630000
chr2	101650000	101660000
chr2	101670000	101680000
chr2	101680000	101690000
chr2	101790000	101800000
chr2	101870000	101880000
chr2	101880000	101890000
chr2	101900000	101910000
chr2	102160000	102170000
chr2	102180000	102190000
chr2	102250000	102260000
chr2	102390000	102400000
chr2	102400000	102410000
chr2	102440000	102450000
chr2	102450000	102460000
chr2	102540000	102550000
chr2	102550000	102560000
chr2	102650000	102660000
chr2	102900000	102910000
chr2	103070000	103080000
chr2	103430000	103440000
chr2	103440000	103450000
chr2	103480000	103490000
chr2	103560000	103570000
chr2	103750000	103760000
chr2	103760000	103770000
chr2	103790000	103800000
chr2	103800000	103810000
chr2	103810000	103820000
chr2	103830000	103840000
chr2	103960000	103970000
chr2	103970000	103980000
chr2	103990000	104000000
chr2	104000000	104010000
chr2	104020000	104030000
chr2	104060000	104070000
chr2	104070000	104080000
chr2	104090000	104100000
chr2	104120000	104130000
chr2	104400000	104410000
chr2	104410000	104420000
chr2	104490000	104500000
chr2	104550000	104560000
chr2	104560000	104570000
chr2	104570000	104580000
chr2	104580000	104590000
chr2	104590000	104600000
chr2	104600000	104610000
chr2	104670000	104680000
chr2	104680000	104690000
chr2	104710000	104720000
chr2	104740000	104750000
chr2	104810000	104820000
chr2	104840000	104850000
chr2	104850000	104860000
chr2	104880000	104890000
chr2	105010000	105020000
chr2	105090000	105100000
chr2	105120000	105130000
chr2	105130000	105140000
chr2	105180000	105190000
chr2	105220000	105230000
chr2	105310000	105320000
chr2	105370000	105380000
chr2	105390000	105400000
chr2	105510000	105520000
chr2	105610000	105620000
chr2	105650000	105660000
chr2	105660000	105670000
chr2	105670000	105680000
chr2	105680000	105690000
chr2	105690000	105700000
chr2	105900000	105910000
chr2	106000000	106010000
chr2	106190000	106200000
chr2	106430000	106440000
chr2	106640000	106650000
chr2	106650000	106660000
chr2	106690000	106700000
chr2	106920000	106930000
chr2	106970000	106980000
chr2	107290000	107300000
chr2	109270000	109280000
chr2	109280000	109290000
chr2	109670000	109680000
chr2	109690000	109700000
chr2	109720000	109730000
chr2	109890000	109900000
chr2	109910000	109920000
chr2	109920000	109930000
chr2	109940000	109950000
chr2	110010000	110020000
chr2	110360000	110370000
chr2	110940000	110950000
chr2	110950000	110960000
chr2	111240000	111250000
chr2	111430000	111440000
chr2	111520000	111530000
chr2	112230000	112240000
chr2	112240000	112250000
chr2	112260000	112270000
chr2	112280000	112290000
chr2	112360000	112370000
chr2	112370000	112380000
chr2	112380000	112390000
chr2	112450000	112460000
chr2	112490000	112500000
chr2	113210000	113220000
chr2	113300000	113310000
chr2	113320000	113330000
chr2	113440000	113450000
chr2	113750000	113760000
chr2	113820000	113830000
chr2	113840000	113850000
chr2	114010000	114020000
chr2	114170000	114180000
chr2	114190000	114200000
chr2	114200000	114210000
chr2	114650000	114660000
chr2	115570000	115580000
chr2	115580000	115590000
chr2	115850000	115860000
chr2	115860000	115870000
chr2	116000000	116010000
chr2	116020000	116030000
chr2	116050000	116060000
chr2	116060000	116070000
chr2	116070000	116080000
chr2	116530000	116540000
chr2	116850000	116860000
chr2	116890000	116900000
chr2	116900000	116910000
chr2	116970000	116980000
chr2	117110000	117120000
chr2	117120000	117130000
chr2	117210000	117220000
chr2	117230000	117240000
chr2	117240000	117250000
chr2	117250000	117260000
chr2	117330000	117340000
chr2	117340000	117350000
chr2	118110000	118120000
chr2	118170000	118180000
chr2	118180000	118190000
chr2	118200000	118210000
chr2	118250000	118260000
chr2	118270000	118280000
chr2	118370000	118380000
chr2	118380000	118390000
chr2	118430000	118440000
chr2	118470000	118480000
chr2	118480000	118490000
chr2	118510000	118520000
chr2	118540000	118550000
chr2	118550000	118560000
chr2	118580000	118590000
chr2	118590000	118600000
chr2	118660000	118670000
chr2	118670000	118680000
chr2	118690000	118700000
chr2	118700000	118710000
chr2	118710000	118720000
chr2	118720000	118730000
chr2	118740000	118750000
chr2	118760000	118770000
chr2	118770000	118780000
chr2	118780000	118790000
chr2	118790000	118800000
chr2	118810000	118820000
chr2	118860000	118870000
chr2	118880000	118890000
chr2	118890000	118900000
chr2	118900000	118910000
chr2	118910000	118920000
chr2	118920000	118930000
chr2	118970000	118980000
chr2	119010000	119020000
chr2	119020000	119030000
chr2	119030000	119040000
chr2	119040000	119050000
chr2	119110000	119120000
chr2	119150000	119160000
chr2	119160000	119170000
chr2	119180000	119190000
chr2	119200000	119210000
chr2	119230000	119240000
chr2	119260000	119270000
chr2	119270000	119280000
chr2	119280000	119290000
chr2	119290000	119300000
chr2	119300000	119310000
chr2	119320000	119330000
chr2	119330000	119340000
chr2	119350000	119360000
chr2	119460000	119470000
chr2	119470000	119480000
chr2	119480000	119490000
chr2	119540000	119550000
chr2	119580000	119590000
chr2	119590000	119600000
chr2	119610000	119620000
chr2	119620000	119630000
chr2	119660000	119670000
chr2	119670000	119680000
chr2	119740000	119750000
chr2	119750000	119760000
chr2	119760000	119770000
chr2	119780000	119790000
chr2	119790000	119800000
chr2	119800000	119810000
chr2	119870000	119880000
chr2	119890000	119900000
chr2	119970000	119980000
chr2	120020000	120030000
chr2	120060000	120070000
chr2	120070000	120080000
chr2	120150000	120160000
chr2	120170000	120180000
chr2	120240000	120250000
chr2	120260000	120270000
chr2	120310000	120320000
chr2	120350000	120360000
chr2	120400000	120410000
chr2	120510000	120520000
chr2	120550000	120560000
chr2	120560000	120570000
chr2	120600000	120610000
chr2	120610000	120620000
chr2	120620000	120630000
chr2	120720000	120730000
chr2	120730000	120740000
chr2	120840000	120850000
chr2	120850000	120860000
chr2	120960000	120970000
chr2	120970000	120980000
chr2	121000000	121010000
chr2	121130000	121140000
chr2	121140000	121150000
chr2	121160000	121170000
chr2	121170000	121180000
chr2	121210000	121220000
chr2	121220000	121230000
chr2	121260000	121270000
chr2	121270000	121280000
chr2	121280000	121290000
chr2	121290000	121300000
chr2	121300000	121310000
chr2	121350000	121360000
chr2	121370000	121380000
chr2	121410000	121420000
chr2	121440000	121450000
chr2	121450000	121460000
chr2	121470000	121480000
chr2	121500000	121510000
chr2	121510000	121520000
chr2	121690000	121700000
chr2	121710000	121720000
chr2	121800000	121810000
chr2	121830000	121840000
chr2	121860000	121870000
chr2	121950000	121960000
chr2	122020000	122030000
chr2	122030000	122040000
chr2	122110000	122120000
chr2	122140000	122150000
chr2	122180000	122190000
chr2	122230000	122240000
chr2	122290000	122300000
chr2	122300000	122310000
chr2	122310000	122320000
chr2	122330000	122340000
chr2	122340000	122350000
chr2	122360000	122370000
chr2	122370000	122380000
chr2	122380000	122390000
chr2	122460000	122470000
chr2	122610000	122620000
chr2	122620000	122630000
chr2	122630000	122640000
chr2	122700000	122710000
chr2	122730000	122740000
chr2	122760000	122770000
chr2	124080000	124090000
chr2	124090000	124100000
chr2	124600000	124610000
chr2	124610000	124620000
chr2	125060000	125070000
chr2	125110000	125120000
chr2	125120000	125130000
chr2	125130000	125140000
chr2	125240000	125250000
chr2	125250000	125260000
chr2	125410000	125420000
chr2	125500000	125510000
chr2	125620000	125630000
chr2	125660000	125670000
chr2	125670000	125680000
chr2	125720000	125730000
chr2	125730000	125740000
chr2	125780000	125790000
chr2	125850000	125860000
chr2	125860000	125870000
chr2	125960000	125970000
chr2	126150000	126160000
chr2	126550000	126560000
chr2	126590000	126600000
chr2	126670000	126680000
chr2	126700000	126710000
chr2	126780000	126790000
chr2	126870000	126880000
chr2	126930000	126940000
chr2	127000000	127010000
chr2	127060000	127070000
chr2	127070000	127080000
chr2	127090000	127100000
chr2	127130000	127140000
chr2	127140000	127150000
chr2	127180000	127190000
chr2	127200000	127210000
chr2	127240000	127250000
chr2	127260000	127270000
chr2	127270000	127280000
chr2	127330000	127340000
chr2	127360000	127370000
chr2	127440000	127450000
chr2	127480000	127490000
chr2	127520000	127530000
chr2	127540000	127550000
chr2	127550000	127560000
chr2	127560000	127570000
chr2	127580000	127590000
chr2	127590000	127600000
chr2	127650000	127660000
chr2	127720000	127730000
chr2	127730000	127740000
chr2	127780000	127790000
chr2	127790000	127800000
chr2	127830000	127840000
chr2	127840000	127850000
chr2	127920000	127930000
chr2	128120000	128130000
chr2	128210000	128220000
chr2	128240000	128250000
chr2	128270000	128280000
chr2	128310000	128320000
chr2	128330000	128340000
chr2	128340000	128350000
chr2	128420000	128430000
chr2	128580000	128590000
chr2	128680000	128690000
chr2	128690000	128700000
chr2	128700000	128710000
chr2	128810000	128820000
chr2	128860000	128870000
chr2	128890000	128900000
chr2	128940000	128950000
chr2	128960000	128970000
chr2	129030000	129040000
chr2	129060000	129070000
chr2	129100000	129110000
chr2	129120000	129130000
chr2	129130000	129140000
chr2	129170000	129180000
chr2	129180000	129190000
chr2	129190000	129200000
chr2	129200000	129210000
chr2	129220000	129230000
chr2	129240000	129250000
chr2	129250000	129260000
chr2	129290000	129300000
chr2	129370000	129380000
chr2	129570000	129580000
chr2	129590000	129600000
chr2	129680000	129690000
chr2	129690000	129700000
chr2	129700000	129710000
chr2	129790000	129800000
chr2	129800000	129810000
chr2	129900000	129910000
chr2	129940000	129950000
chr2	130140000	130150000
chr2	130170000	130180000
chr2	130180000	130190000
chr2	130270000	130280000
chr2	130280000	130290000
chr2	130290000	130300000
chr2	130360000	130370000
chr2	130390000	130400000
chr2	130420000	130430000
chr2	130440000	130450000
chr2	130450000	130460000
chr2	130560000	130570000
chr2	130570000	130580000
chr2	130580000	130590000
chr2	130620000	130630000
chr2	130630000	130640000
chr2	130640000	130650000
chr2	130660000	130670000
chr2	130680000	130690000
chr2	130690000	130700000
chr2	130800000	130810000
chr2	130830000	130840000
chr2	130840000	130850000
chr2	130900000	130910000
chr2	131040000	131050000
chr2	131050000	131060000
chr2	131060000	131070000
chr2	131090000	131100000
chr2	131120000	131130000
chr2	131140000	131150000
chr2	131150000	131160000
chr2	131160000	131170000
chr2	131170000	131180000
chr2	131180000	131190000
chr2	131200000	131210000
chr2	131210000	131220000
chr2	131230000	131240000
chr2	131250000	131260000
chr2	131260000	131270000
chr2	131350000	131360000
chr2	131420000	131430000
chr2	131490000	131500000
chr2	131500000	131510000
chr2	131510000	131520000
chr2	131540000	131550000
chr2	131560000	131570000
chr2	131820000	131830000
chr2	131830000	131840000
chr2	131840000	131850000
chr2	131900000	131910000
chr2	131910000	131920000
chr2	131950000	131960000
chr2	132020000	132030000
chr2	132030000	132040000
chr2	132130000	132140000
chr2	132140000	132150000
chr2	132240000	132250000
chr2	132250000	132260000
chr2	132260000	132270000
chr2	132280000	132290000
chr2	132380000	132390000
chr2	132500000	132510000
chr2	132570000	132580000
chr2	132680000	132690000
chr2	132780000	132790000
chr2	132810000	132820000
chr2	132840000	132850000
chr2	132870000	132880000
chr2	132880000	132890000
chr2	132940000	132950000
chr2	133550000	133560000
chr2	134640000	134650000
chr2	134780000	134790000
chr2	135320000	135330000
chr2	135380000	135390000
chr2	135510000	135520000
chr2	135640000	135650000
chr2	135650000	135660000
chr2	135660000	135670000
chr2	135710000	135720000
chr2	135760000	135770000
chr2	135770000	135780000
chr2	136050000	136060000
chr2	136140000	136150000
chr2	136380000	136390000
chr2	136530000	136540000
chr2	136670000	136680000
chr2	136680000	136690000
chr2	136710000	136720000
chr2	136890000	136900000
chr2	137090000	137100000
chr2	137110000	137120000
chr2	138040000	138050000
chr2	138250000	138260000
chr2	138270000	138280000
chr2	139670000	139680000
chr2	140060000	140070000
chr2	140160000	140170000
chr2	140170000	140180000
chr2	140390000	140400000
chr2	140660000	140670000
chr2	140670000	140680000
chr2	142900000	142910000
chr2	143060000	143070000
chr2	143290000	143300000
chr2	143540000	143550000
chr2	143860000	143870000
chr2	143880000	143890000
chr2	143890000	143900000
chr2	143910000	143920000
chr2	144000000	144010000
chr2	144010000	144020000
chr2	144080000	144090000
chr2	144160000	144170000
chr2	144170000	144180000
chr2	144260000	144270000
chr2	144270000	144280000
chr2	144320000	144330000
chr2	144330000	144340000
chr2	144360000	144370000
chr2	144370000	144380000
chr2	144450000	144460000
chr2	144520000	144530000
chr2	144540000	144550000
chr2	144550000	144560000
chr2	144590000	144600000
chr2	144600000	144610000
chr2	145160000	145170000
chr2	145670000	145680000
chr2	145780000	145790000
chr2	145860000	145870000
chr2	145880000	145890000
chr2	145900000	145910000
chr2	145930000	145940000
chr2	146040000	146050000
chr2	146210000	146220000
chr2	146220000	146230000
chr2	146510000	146520000
chr2	146610000	146620000
chr2	146740000	146750000
chr2	146830000	146840000
chr2	146840000	146850000
chr2	146850000	146860000
chr2	146950000	146960000
chr2	147010000	147020000
chr2	147080000	147090000
chr2	147110000	147120000
chr2	147170000	147180000
chr2	147180000	147190000
chr2	147190000	147200000
chr2	147330000	147340000
chr2	147360000	147370000
chr2	147370000	147380000
chr2	148030000	148040000
chr2	148040000	148050000
chr2	148390000	148400000
chr2	148400000	148410000
chr2	148670000	148680000
chr2	148680000	148690000
chr2	148730000	148740000
chr2	148750000	148760000
chr2	148870000	148880000
chr2	149820000	149830000
chr2	149830000	149840000
chr2	149980000	149990000
chr2	150130000	150140000
chr2	150180000	150190000
chr2	150210000	150220000
chr2	150250000	150260000
chr2	150310000	150320000
chr2	150360000	150370000
chr2	150390000	150400000
chr2	150410000	150420000
chr2	150450000	150460000
chr2	150480000	150490000
chr2	150500000	150510000
chr2	150520000	150530000
chr2	150600000	150610000
chr2	150630000	150640000
chr2	150660000	150670000
chr2	150680000	150690000
chr2	150730000	150740000
chr2	150740000	150750000
chr2	150750000	150760000
chr2	150780000	150790000
chr2	150900000	150910000
chr2	150910000	150920000
chr2	150930000	150940000
